Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,PV,Day_Perc_Change,Trend,21_SMA,34_SMA,14_SMA,boll_up,boll_down
PVR,EQ,2017-10-12,1335.65,1335.0,1360.0,1334.95,1357.0,1352.7,1349.35,149647,201925632.25,6319,42845,28.63,October,2017,202427496.9,1.2765320256055146,positive,1286.0619047619048,1296.1367647058821,1269.139285714286,1415.2326445828337,1123.0459268457382
PVR,EQ,2017-10-13,1352.7,1356.0,1434.0,1344.65,1386.0,1404.1,1393.13,438244,610530593.05,20456,90039,20.55,October,2017,615338400.4,3.7998077918237394,among top gainers,1289.9071428571428,1300.2705882352939,1282.4535714285716,1441.7329460375397,1123.1741968196036
PVR,EQ,2017-10-16,1404.1,1389.85,1403.9,1362.0,1371.0,1372.1,1380.34,280485,387165255.95,12320,127363,45.41,October,2017,384853468.5,-2.279039954419204,negative,1292.3238095238096,1303.0897058823525,1293.6821428571427,1454.6026708163847,1132.7616148979007
PVR,EQ,2017-10-17,1372.1,1372.0,1393.45,1348.0,1385.0,1387.6,1362.97,449521,612684768.6,18136,102567,22.82,October,2017,623755339.5999999,1.1296552729392897,positive,1294.7642857142857,1306.7985294117643,1306.2357142857143,1467.0776119490902,1145.3938166223384
PVR,EQ,2017-10-18,1387.6,1378.1,1385.0,1359.95,1372.0,1369.1,1371.25,311307,426878605.5,12642,195046,62.65,October,2017,426210413.7,-1.3332372441625884,negative,1296.6595238095238,1308.5382352941174,1320.1285714285714,1464.776338378208,1175.4808044789347
PVR,EQ,2017-10-19,1369.1,1374.0,1387.0,1355.0,1356.9,1362.65,1369.6,22247,30469543.1,1729,5911,26.57,October,2017,30314874.55,-0.47111240961214,slight or no change,1297.8428571428572,1309.7499999999998,1332.1285714285714,1458.676675473486,1205.5804673836567
PVR,EQ,2017-10-23,1362.65,1361.05,1423.05,1361.05,1418.0,1415.75,1397.01,186223,260155376.4,12313,71257,38.26,October,2017,263645212.25,3.896818698858828,among top gainers,1302.8785714285714,1312.466176470588,1347.1892857142855,1457.6801567508446,1236.6984146777263
PVR,EQ,2017-10-24,1415.75,1420.0,1448.0,1413.8,1423.0,1420.85,1434.65,333438,478365418.5,17774,130200,39.05,October,2017,473765382.3,0.3602330920007057,slight or no change,1309.5285714285715,1315.7191176470585,1361.4607142857142,1451.486532621528,1271.4348959499002
PVR,EQ,2017-10-25,1420.85,1430.0,1433.8,1368.1,1389.6,1388.85,1391.69,206081,286800350.4,12941,62560,30.36,October,2017,286215596.85,-2.2521729950381815,negative,1317.6785714285713,1318.1882352941172,1370.0499999999997,1443.2920749191442,1296.8079250808553
PVR,EQ,2017-10-26,1388.85,1395.0,1430.0,1390.0,1427.5,1421.45,1413.64,232745,329017486.6,17460,133171,57.22,October,2017,330835380.25,2.3472657234402616,positive,1327.5142857142855,1321.513235294117,1379.1928571428568,1442.5317971298932,1315.8539171558205
PVR,EQ,2017-10-27,1421.45,1410.0,1436.05,1331.45,1420.0,1421.2,1395.27,762643,1064090228.45,32428,70983,9.31,October,2017,1083868231.6,-0.017587674557673072,slight or no change,1337.4833333333331,1324.382352941176,1386.8749999999998,1441.452929464349,1332.2970705356506
PVR,EQ,2017-10-30,1421.2,1425.0,1430.0,1390.1,1398.95,1397.45,1404.09,192813,270726282.05,8499,36577,18.97,October,2017,269446526.85,-1.6711229946524075,negative,1348.095238095238,1325.2970588235287,1387.5785714285714,1442.449927474197,1332.7072153829458
PVR,EQ,2017-10-31,1397.45,1393.0,1404.95,1380.25,1390.0,1387.15,1394.65,115197,160658949.1,7258,32888,28.55,October,2017,159795518.55,-0.7370567819957707,slight negative,1357.2619047619048,1326.5411764705877,1388.3285714285714,1442.8423341832229,1333.81480867392
PVR,EQ,2017-11-01,1387.15,1408.7,1408.7,1368.0,1379.95,1377.5,1386.29,75708,104953058.3,3514,21211,28.02,November,2017,104287770.0,-0.6956709800670535,slight negative,1365.4809523809522,1327.442647058823,1391.3178571428568,1437.3122147757888,1345.3234995099249
PVR,EQ,2017-11-02,1377.5,1385.0,1388.25,1353.0,1361.6,1363.7,1367.68,112786,154255285.6,8060,34531,30.62,November,2017,153806268.20000002,-1.00181488203267,negative,1372.2738095238096,1328.6294117647053,1392.1035714285713,1435.5620478839683,1348.6450949731743
PVR,EQ,2017-11-03,1363.7,1361.6,1384.9,1357.0,1364.95,1364.65,1373.32,122714,168525522.05,6930,31312,25.52,November,2017,167461660.10000002,0.0696634157072662,slight or no change,1376.8476190476192,1329.90294117647,1389.2857142857142,1434.474879572769,1344.0965489986595
PVR,EQ,2017-11-06,1364.65,1372.75,1415.0,1365.05,1405.05,1403.55,1404.0,168249,236222036.35,10454,65279,38.8,November,2017,236145883.95,2.8505477594987565,positive,1382.0904761904762,1331.8794117647055,1391.5321428571428,1436.1645492822595,1346.8997364320262
PVR,EQ,2017-11-07,1403.55,1406.9,1418.4,1336.55,1343.0,1344.5,1368.39,190385,260520615.45,9613,38958,20.46,November,2017,255972632.5,-4.207188913825655,among top losers,1383.5595238095239,1332.3264705882348,1388.4535714285716,1439.7087169756778,1337.1984258814655
PVR,EQ,2017-11-08,1344.5,1354.5,1383.0,1350.7,1380.85,1379.9,1367.67,105218,143903223.65,6659,36130,34.34,November,2017,145190318.20000002,2.6329490516920906,positive,1383.1928571428573,1333.5647058823524,1389.2250000000004,1439.5418843049129,1338.9081156950879
PVR,EQ,2017-11-09,1379.9,1383.0,1400.0,1356.0,1371.85,1366.4,1375.33,112258,154391246.95,7056,35880,31.96,November,2017,153389331.20000002,-0.9783317631712474,slight negative,1382.704761904762,1335.2235294117643,1389.4928571428575,1439.2370003179074,1339.7487139678076
PVR,EQ,2017-11-10,1366.4,1378.9,1399.9,1362.55,1395.5,1394.3,1389.89,72183,100326351.35,4102,24411,33.82,November,2017,100644756.9,2.041861826697877,positive,1385.497619047619,1338.5499999999997,1387.9607142857146,1435.4932647290523,1340.428163842377
PVR,EQ,2017-11-13,1394.3,1395.0,1440.5,1385.1,1397.7,1398.55,1421.59,311195,442392718.8,15737,74241,23.86,November,2017,435221767.25,0.3048124506920935,slight or no change,1387.6809523809522,1343.8691176470586,1386.3678571428575,1430.5276127013872,1342.2081015843278
PVR,EQ,2017-11-14,1398.55,1412.15,1412.15,1373.5,1402.0,1390.25,1388.19,95558,132652228.95,4926,11380,11.91,November,2017,132849509.5,-0.5934718100890191,slight negative,1387.0214285714287,1349.026470588235,1386.4678571428576,1430.658155541121,1342.2775587445942
PVR,EQ,2017-11-15,1390.25,1400.0,1422.0,1381.75,1392.0,1386.1,1402.2,152725,214151445.5,8823,37389,24.48,November,2017,211692122.5,-0.29850746268657025,slight or no change,1387.6880952380952,1354.151470588235,1383.9428571428575,1423.2979243983127,1344.5877898874023
PVR,EQ,2017-11-16,1386.1,1392.0,1409.05,1375.5,1394.0,1390.5,1390.49,130358,181261064.25,5681,26123,20.04,November,2017,181262799.0,0.3174374143279701,slight or no change,1387.8261904761905,1360.5014705882352,1381.7500000000002,1415.1300954047597,1348.3699045952408
PVR,EQ,2017-11-17,1390.5,1415.0,1428.95,1390.0,1407.2,1408.05,1411.97,298987,422161988.35,11477,46207,15.45,November,2017,420988645.35,1.2621359223300876,positive,1389.6809523809525,1366.7779411764704,1382.507142857143,1417.8447422955032,1347.1695434187827
PVR,EQ,2017-11-20,1408.05,1408.05,1408.05,1366.15,1379.5,1380.35,1381.88,122552,169352732.8,5982,33563,27.39,November,2017,169164653.2,-1.967259685380496,negative,1390.5238095238096,1371.9382352941175,1382.0214285714285,1417.2709504293043,1346.7719067135527
PVR,EQ,2017-11-21,1380.35,1382.0,1397.9,1365.4,1367.4,1368.2,1382.55,258094,356826957.75,12130,51661,20.02,November,2017,353124210.8,-0.8802115405513011,slight negative,1388.259523809524,1376.2661764705879,1381.357142857143,1417.3170747716608,1345.397210942625
PVR,EQ,2017-11-22,1368.2,1354.0,1369.75,1311.4,1360.0,1356.15,1350.78,187387,253119463.95,8648,40391,21.55,November,2017,254124880.05,-0.8807191931004208,slight negative,1385.1785714285716,1378.841176470588,1380.8178571428573,1418.1198803328398,1343.5158339528748
PVR,EQ,2017-11-23,1356.15,1363.0,1373.4,1340.2,1346.4,1349.1,1352.14,126107,170514294.15,7181,33884,26.87,November,2017,170130953.7,-0.5198539984515138,slight negative,1383.2857142857144,1380.4779411764703,1379.7071428571428,1419.8972077822132,1339.5170779320724
PVR,EQ,2017-11-24,1349.1,1345.0,1345.0,1298.6,1303.25,1303.2,1315.91,297338,391270338.8,14958,142793,48.02,November,2017,387490881.6,-3.40226817878585,among top losers,1377.6547619047622,1380.1705882352937,1372.5392857142856,1427.4940948210058,1317.5844766075654
PVR,EQ,2017-11-27,1303.2,1303.0,1325.0,1237.8,1312.0,1305.2,1293.49,373151,482668225.35,18073,159689,42.79,November,2017,487036685.2,0.15346838551257844,slight or no change,1372.1309523809525,1377.747058823529,1369.732142857143,1434.070570268436,1305.3937154458497
PVR,EQ,2017-11-28,1305.2,1301.1,1316.05,1281.5,1307.9,1308.65,1296.21,252913,327829279.35,11258,86384,34.16,November,2017,330974597.45000005,0.2643273061599727,slight or no change,1367.9023809523812,1375.747058823529,1364.642857142857,1436.3649474760189,1292.9207668096954
PVR,EQ,2017-11-29,1308.65,1316.9,1317.0,1291.0,1310.4,1313.1,1304.99,134823,175942529.85,5931,29445,21.84,November,2017,177036081.29999998,0.3400450846291925,slight or no change,1364.3761904761905,1375.0838235294113,1360.8357142857142,1437.6348471791705,1284.0365813922579
PVR,EQ,2017-11-30,1313.1,1306.35,1349.9,1291.85,1317.0,1315.95,1307.63,264775,346226433.25,9483,113152,42.74,November,2017,348430661.25,0.2170436371944362,slight or no change,1361.4452380952382,1374.0029411764701,1355.2392857142856,1432.94729122774,1277.5312802008314
PVR,EQ,2017-12-01,1315.95,1310.1,1337.45,1270.0,1285.1,1278.25,1307.62,180667,236244196.5,9042,49538,27.42,December,2017,230937592.75,-2.864850488240433,negative,1357.3761904761905,1370.301470588235,1346.6464285714285,1430.1155335355788,1263.1773236072781
PVR,EQ,2017-12-04,1278.25,1289.0,1295.0,1263.55,1275.0,1275.35,1275.28,110992,141545768.3,7905,25963,23.39,December,2017,141553647.2,-0.2268726774887653,slight or no change,1353.1238095238095,1367.4558823529408,1338.4392857142855,1425.9377795788728,1250.9407918496981
PVR,EQ,2017-12-05,1275.35,1275.0,1280.1,1250.1,1264.75,1269.7,1265.52,65874,83364871.05,7232,10054,15.26,December,2017,83640217.8,-0.4430156427647214,slight or no change,1346.75,1363.9882352941172,1330.125,1420.197993903661,1240.052006096339
PVR,EQ,2017-12-06,1269.7,1275.0,1295.0,1264.0,1268.0,1269.7,1280.01,189854,243015507.7,15789,68485,36.07,December,2017,241057623.8,0.0,slight or no change,1343.1880952380952,1361.0647058823524,1321.4964285714286,1409.781678356826,1233.2111787860313
PVR,EQ,2017-12-07,1269.7,1273.0,1291.1,1266.55,1286.3,1286.9,1281.98,85964,110203950.65,8992,16493,19.19,December,2017,110627071.6,1.354650704890914,positive,1338.759523809524,1358.836764705882,1312.8428571428574,1387.239795222351,1238.4459190633638
PVR,EQ,2017-12-08,1286.9,1286.9,1315.9,1286.9,1299.9,1302.45,1301.84,201129,261837904.55,8648,56598,28.14,December,2017,261960466.05,1.2083300955785248,positive,1335.7142857142858,1355.5044117647053,1307.2785714285717,1370.7809119582469,1243.7762308988965
PVR,EQ,2017-12-11,1302.45,1301.0,1323.0,1290.0,1296.9,1294.45,1310.51,159338,208813487.5,10748,50603,31.76,December,2017,206255074.1,-0.6142270336673139,slight negative,1330.959523809524,1351.7867647058818,1302.0107142857146,1355.130103452892,1248.8913251185372
PVR,EQ,2017-12-12,1294.45,1299.0,1318.25,1292.55,1305.9,1307.6,1306.82,140147,183147507.15,8878,69967,49.92,December,2017,183256217.2,1.0158754683456284,positive,1326.6285714285714,1349.3970588235288,1298.5428571428572,1341.8742786278674,1255.211435657847
PVR,EQ,2017-12-13,1307.6,1300.55,1320.0,1292.0,1300.05,1302.1,1307.13,88306,115427132.95,4079,25381,28.74,December,2017,114983242.6,-0.420617925971245,slight or no change,1322.4309523809522,1345.8867647058817,1295.1857142857145,1327.5351627073849,1262.8362658640442
PVR,EQ,2017-12-14,1302.1,1316.9,1317.0,1280.0,1300.0,1298.6,1295.38,140642,182184944.7,6822,58175,41.36,December,2017,182637701.2,-0.2687965594040387,slight or no change,1318.2642857142857,1342.2808823529406,1294.857142857143,1326.9483555806505,1262.7659301336353
PVR,EQ,2017-12-15,1298.6,1302.1,1313.0,1293.45,1304.0,1303.85,1302.65,101787,132592912.85,7010,23518,23.11,December,2017,132714979.95,0.4042815339596384,slight or no change,1314.138095238095,1339.52794117647,1294.7607142857141,1326.7259160038109,1262.7955125676174
PVR,EQ,2017-12-18,1303.85,1312.7,1338.0,1287.25,1336.0,1334.15,1325.36,154052,204174053.0,8224,68841,44.69,December,2017,205528475.8,2.3238869501859942,positive,1310.6190476190477,1337.9691176470583,1296.5821428571428,1334.3381328483915,1258.826152865894
PVR,EQ,2017-12-19,1334.15,1350.0,1355.0,1331.0,1347.0,1346.4,1342.64,131176,176122678.15,7307,27604,21.04,December,2017,176615366.4,0.9181876100888164,slight positive,1309.0023809523811,1337.0544117647055,1298.9607142857144,1344.5768244387514,1253.3446041326774
PVR,EQ,2017-12-20,1346.4,1349.9,1448.05,1339.0,1438.0,1425.25,1396.34,455938,636645912.7,16850,106420,23.34,December,2017,649825634.5,5.856357694592984,among top gainers,1311.7190476190476,1338.8647058823526,1306.767857142857,1388.23464704612,1225.3010672395942
PVR,EQ,2017-12-21,1425.25,1430.0,1459.1,1424.05,1433.9,1437.4,1440.88,362769,522707660.75,11282,120426,33.2,December,2017,521444160.6,0.8524820206981198,slight positive,1315.5880952380953,1341.0044117647055,1318.1357142857144,1423.4002413560443,1212.8711872153845
PVR,EQ,2017-12-22,1437.4,1460.0,1474.45,1435.0,1447.0,1441.1,1456.03,539384,785361942.7,19345,129270,23.97,December,2017,777306282.4,0.25740921107553216,slight or no change,1319.9690476190476,1342.1088235294112,1329.9750000000001,1450.6643708276288,1209.2856291723715
PVR,EQ,2017-12-26,1441.1,1451.9,1455.0,1404.65,1413.0,1418.6,1429.46,225222,321946501.2,7562,59100,26.24,December,2017,319499929.2,-1.5613073346748996,negative,1325.4642857142858,1344.2882352941172,1340.6107142857143,1464.6168070552058,1216.6046215162228
PVR,EQ,2017-12-27,1418.6,1423.0,1450.0,1416.3,1437.5,1432.25,1432.77,223844,320717481.1,7091,36840,16.46,December,2017,320600569.0,0.9622162695615444,slight positive,1331.5142857142857,1345.82794117647,1352.2214285714285,1478.0528402929215,1226.3900168499356
PVR,EQ,2017-12-28,1432.25,1445.0,1446.0,1400.75,1408.55,1408.55,1411.85,188262,265797673.5,5560,60575,32.18,December,2017,265176440.1,-1.6547390469541012,negative,1336.2714285714285,1347.067647058823,1360.910714285714,1484.0841203725504,1237.7373081988776
PVR,EQ,2017-12-29,1408.55,1410.0,1429.0,1402.7,1416.7,1411.05,1414.86,151131,213829459.5,5876,37627,24.9,December,2017,213253397.55,0.17748748713215526,slight or no change,1340.935714285714,1347.5602941176464,1368.6678571428567,1489.640648789082,1247.6950654966315
PVR,EQ,2018-01-01,1411.05,1424.0,1444.0,1411.3,1422.0,1423.75,1429.43,182104,260304447.15,6095,34997,19.22,January,2018,259270570.0,0.9000389780659868,slight positive,1346.0690476190475,1348.3014705882347,1377.903571428571,1494.1174688120368,1261.6896740451052
PVR,EQ,2018-01-02,1423.75,1438.0,1439.0,1398.0,1404.5,1402.8,1416.04,161070,228081814.9,6465,24831,15.42,January,2018,225948996.0,-1.4714661984196686,negative,1351.9999999999998,1348.6705882352935,1384.703571428571,1494.1403214385516,1275.2668214185903
PVR,EQ,2018-01-03,1402.8,1412.0,1423.85,1390.0,1399.55,1401.8,1411.9,143604,202754472.65,5148,29588,20.6,January,2018,201304087.2,-0.07128599942971547,slight or no change,1358.0214285714285,1349.1323529411761,1391.8249999999996,1490.5588906042187,1293.0911093957804
PVR,EQ,2018-01-04,1401.8,1409.95,1417.5,1392.0,1395.0,1399.0,1405.66,94195,132405775.1,3661,24069,25.55,January,2018,131778805.0,-0.19974318733056995,slight or no change,1364.1785714285713,1349.3823529411761,1398.9964285714284,1481.8731810349564,1316.1196761079004
PVR,EQ,2018-01-05,1399.0,1400.1,1423.0,1393.0,1419.7,1419.0,1406.49,305612,429840674.7,8900,140702,46.04,January,2018,433663428.0,1.4295925661186537,positive,1371.2880952380951,1349.7044117647054,1407.2214285714285,1469.7895417858176,1344.6533153570394
PVR,EQ,2018-01-08,1419.0,1420.0,1469.0,1420.0,1466.0,1460.2,1444.29,311868,450429325.65,11484,109823,35.21,January,2018,455389653.6,2.9034531360112803,positive,1379.540476190476,1352.05294117647,1416.225,1469.0101778437838,1363.439822156216
PVR,EQ,2018-01-09,1460.2,1480.0,1499.85,1472.55,1483.75,1486.8,1488.6,524029,780071036.9,23447,195319,37.27,January,2018,779126317.1999999,1.821668264621268,positive,1388.3190476190473,1355.5411764705877,1426.2535714285711,1475.0945451523373,1377.412597704805
PVR,EQ,2018-01-10,1486.8,1490.0,1490.0,1438.5,1475.0,1469.0,1464.34,164271,240549326.0,9224,59587,36.27,January,2018,241314099.0,-1.1972020446596732,negative,1396.630952380952,1358.8602941176466,1429.3785714285711,1483.2793736815656,1375.4777691755767
PVR,EQ,2018-01-11,1469.0,1469.0,1485.95,1455.1,1457.0,1460.75,1469.58,107845,158487344.9,9210,23305,21.61,January,2018,157534583.75,-0.5616065350578571,slight negative,1403.9238095238093,1362.1441176470585,1431.0464285714281,1487.4054216328823,1374.687435509974
PVR,EQ,2018-01-12,1460.75,1461.0,1489.0,1454.0,1463.45,1463.15,1474.26,199778,294524503.0,8180,29362,14.7,January,2018,292305180.70000005,0.1642991613897138,slight or no change,1411.592857142857,1366.8485294117645,1432.6214285714284,1491.3723462635824,1373.8705108792744
PVR,EQ,2018-01-15,1463.15,1467.65,1478.0,1455.0,1458.15,1459.35,1464.2,75476,110511648.7,5073,27570,36.53,January,2018,110145900.6,-0.2597136315483861,slight or no change,1419.2476190476189,1371.3823529411764,1435.5321428571426,1495.3192858941486,1375.7449998201366
PVR,EQ,2018-01-16,1459.35,1459.9,1463.4,1429.0,1443.0,1438.2,1444.43,97676,141086247.55,8633,27030,27.67,January,2018,140477623.20000002,-1.449275362318836,negative,1425.645238095238,1375.1926470588232,1435.9571428571428,1495.728371556407,1376.1859141578786
PVR,EQ,2018-01-17,1438.2,1438.2,1479.9,1417.0,1474.0,1474.3,1448.4,168643,244261761.4,6741,36606,21.71,January,2018,248630374.9,2.510082047003181,positive,1432.3190476190475,1379.9338235294115,1440.6535714285712,1501.471540234429,1379.8356026227134
PVR,EQ,2018-01-18,1474.3,1476.95,1504.7,1443.3,1454.05,1457.15,1478.04,338896,500903527.5,14517,44291,13.07,January,2018,493822306.4,-1.1632639218612129,negative,1437.592857142857,1384.0867647058822,1443.9464285714287,1502.8208511788955,1385.0720059639618
PVR,EQ,2018-01-19,1457.15,1464.8,1484.1,1455.05,1468.0,1469.05,1469.47,104438,153468326.15,6727,20333,19.47,January,2018,153424643.9,0.8166626634183105,slight positive,1439.6785714285713,1389.6985294117646,1447.1821428571427,1506.25408865394,1388.1101970603454
PVR,EQ,2018-01-22,1469.05,1474.4,1483.35,1456.75,1474.15,1474.1,1472.16,83847,123436220.8,7750,18671,22.27,January,2018,123598862.7,0.3437595725128473,slight or no change,1441.4261904761902,1395.5441176470588,1452.2749999999999,1506.9981739689022,1397.5518260310976
PVR,EQ,2018-01-23,1474.1,1474.0,1547.95,1469.1,1545.0,1529.3,1523.79,508483,774820225.3,24310,150749,29.65,January,2018,777623051.9,3.744657757275638,among top gainers,1445.6261904761902,1403.179411764706,1461.3821428571428,1522.0362645021512,1400.7280212121343
PVR,EQ,2018-01-24,1529.3,1532.2,1568.45,1461.8,1472.0,1485.25,1515.35,474257,718663824.95,22043,144155,30.4,January,2018,704390209.25,-2.8804027986660485,negative,1448.7999999999997,1409.5191176470591,1467.542857142857,1517.4759794495656,1417.6097348361484
PVR,EQ,2018-01-25,1485.25,1484.0,1510.0,1460.1,1463.35,1466.85,1479.39,267615,395907014.65,12935,100189,37.44,January,2018,392551062.75,-1.2388486786736321,negative,1450.4476190476187,1414.8117647058825,1470.9607142857142,1512.4106132105505,1429.5108153608778
PVR,EQ,2018-01-29,1466.85,1478.05,1518.75,1455.55,1462.05,1467.8,1488.25,203996,303596203.6,10318,35773,17.54,January,2018,299425328.8,0.0647646316937589,slight or no change,1453.2690476190473,1419.6750000000004,1471.5035714285711,1512.5434294333813,1430.463713423761
PVR,EQ,2018-01-30,1467.8,1479.15,1479.15,1401.75,1426.0,1422.9,1425.52,192953,275057811.45,11158,61522,31.88,January,2018,274552823.7,-3.0589998637416405,among top losers,1453.8333333333333,1423.452941176471,1466.9392857142855,1514.3671123170695,1419.5114591115014
PVR,EQ,2018-01-31,1422.9,1427.0,1479.45,1410.5,1460.05,1460.6,1439.45,679906,978693236.2,36448,171406,25.21,January,2018,993070703.6,2.649518588797517,positive,1455.588095238095,1427.952941176471,1466.3392857142856,1513.8672398946567,1418.8113315339144
PVR,EQ,2018-02-01,1460.6,1474.0,1474.0,1413.75,1420.0,1418.85,1442.45,219765,317000269.7,14864,62138,28.27,February,2018,311813570.25,-2.8584143502670134,negative,1456.3523809523806,1431.3867647058828,1463.3464285714283,1517.2410189134273,1409.4518382294293
PVR,EQ,2018-02-02,1418.85,1412.0,1412.05,1285.9,1319.5,1302.15,1327.44,476738,632840722.7,31496,208678,43.77,February,2018,620784386.7,-8.224970927159303,bear drop,1451.6071428571427,1431.4911764705887,1451.8464285714283,1553.4834710637863,1350.2093860790703
PVR,EQ,2018-02-05,1302.15,1290.25,1332.5,1260.0,1298.0,1297.7,1304.09,163563,213301614.3,9321,47057,28.77,February,2018,212255705.1,-0.3417425027838594,slight or no change,1446.7833333333333,1431.3102941176476,1440.2999999999997,1570.8740285166878,1309.7259714833117
PVR,EQ,2018-02-06,1297.7,1240.0,1340.0,1220.0,1338.0,1331.25,1293.8,218865,283168196.85,17076,85741,39.18,February,2018,291364031.25,2.585343299684051,positive,1442.6047619047617,1431.2250000000004,1432.660714285714,1575.684753032145,1289.636675539283
PVR,EQ,2018-02-07,1331.25,1345.0,1394.0,1336.2,1379.0,1380.1,1365.25,280235,382591829.75,15641,109879,39.21,February,2018,386752323.5,3.669483568075105,among top gainers,1438.790476190476,1432.2161764705886,1425.9321428571425,1569.3804053457097,1282.4838803685752
PVR,EQ,2018-02-08,1380.1,1385.2,1429.1,1385.05,1420.0,1414.15,1410.84,206669,291576105.25,10241,68310,33.05,February,2018,292260966.35,2.4672125208318407,positive,1435.3309523809523,1431.8897058823534,1422.860714285714,1565.2672351961066,1280.4541933753214
PVR,EQ,2018-02-09,1414.15,1397.0,1438.0,1381.15,1395.85,1396.6,1405.75,232769,327215258.3,14108,82551,35.46,February,2018,325085185.4,-1.2410281794717817,negative,1431.8833333333332,1430.6897058823533,1417.6857142857139,1558.1136340856615,1277.2577944857662
PVR,EQ,2018-02-12,1396.6,1405.0,1426.9,1397.0,1410.75,1412.75,1415.9,99422,140771770.1,3982,15127,15.21,February,2018,140458430.5,1.1563797794644115,positive,1429.5976190476188,1429.8558823529415,1413.303571428571,1549.925393451069,1276.681749406073
PVR,EQ,2018-02-14,1412.75,1430.0,1430.0,1395.4,1400.0,1405.5,1416.2,93201,131991133.0,4125,21665,23.25,February,2018,130994005.5,-0.5131835073438284,slight negative,1426.8523809523806,1429.4705882352946,1404.4607142857142,1523.6553526432622,1285.2660759281662
PVR,EQ,2018-02-15,1405.5,1417.45,1457.0,1395.0,1408.0,1403.9,1430.98,366640,524654353.15,14933,55995,15.27,February,2018,514725896.00000006,-0.11383849163998372,slight or no change,1424.2119047619046,1428.6367647058828,1398.6499999999999,1508.4394908800114,1288.8605091199884
PVR,EQ,2018-02-16,1403.9,1418.0,1434.0,1397.5,1405.0,1402.3,1409.25,121552,171297095.25,7211,31917,26.26,February,2018,170452369.6,-0.11396823135552125,slight or no change,1422.5023809523807,1428.452941176471,1394.0392857142856,1496.6799447637563,1291.3986266648149
PVR,EQ,2018-02-19,1402.3,1413.0,1413.15,1370.0,1391.95,1391.9,1385.68,141502,196077177.2,9013,30991,21.9,February,2018,196956633.8,-0.7416387363616828,slight negative,1418.5785714285714,1427.8897058823534,1388.6178571428572,1482.0836683100572,1295.1520459756573
PVR,EQ,2018-02-20,1391.9,1391.95,1419.25,1385.0,1412.85,1410.25,1400.57,138640,194174803.9,10053,48006,34.63,February,2018,195517060.0,1.3183418349019151,positive,1416.3452380952378,1427.4926470588239,1387.7142857142858,1479.9894463737237,1295.4391250548479
PVR,EQ,2018-02-21,1410.25,1413.0,1429.8,1392.0,1395.5,1396.85,1410.02,179595,253233403.2,8037,41931,23.35,February,2018,250867275.75,-0.9501861372097188,slight negative,1412.9071428571426,1427.317647058824,1383.1607142857142,1465.7228324250166,1300.5985961464119
PVR,EQ,2018-02-22,1396.85,1396.05,1407.45,1371.1,1390.0,1384.55,1382.24,139541,192878592.4,6068,43889,31.45,February,2018,193201491.55,-0.8805526720836121,slight negative,1408.6428571428569,1426.8102941176473,1380.7107142857144,1460.7064947376211,1300.7149338338077
PVR,EQ,2018-02-23,1384.55,1394.0,1394.0,1353.0,1365.0,1370.15,1369.28,230219,315234327.65,8217,74913,32.54,February,2018,315434562.85,-1.0400491134303411,negative,1401.0642857142857,1425.9617647058826,1385.5678571428573,1452.1486652709418,1318.9870490147728
PVR,EQ,2018-02-26,1370.15,1380.0,1380.0,1353.3,1360.0,1361.2,1360.74,108127,147133027.4,4440,32840,30.37,February,2018,147182472.4,-0.6532131518446893,slight negative,1395.1571428571428,1424.2617647058826,1390.1035714285715,1436.4875120228628,1343.7196308342802
PVR,EQ,2018-02-27,1361.2,1361.2,1372.9,1321.2,1332.25,1335.5,1337.63,279907,374413012.7,12913,81727,29.2,February,2018,373815798.5,-1.8880399647369983,negative,1388.902380952381,1420.5941176470592,1390.4071428571428,1435.1587454437065,1345.6555402705792
PVR,EQ,2018-02-28,1335.5,1321.0,1341.1,1300.0,1330.0,1320.45,1319.62,271427,358181828.25,13524,135764,50.02,February,2018,358405782.15000004,-1.126918757019835,negative,1381.8857142857144,1415.7014705882355,1386.1464285714287,1444.4359112523427,1327.8569458905147
PVR,EQ,2018-03-01,1320.45,1320.0,1333.9,1301.0,1301.05,1305.35,1309.33,184880,242069713.45,7432,70673,38.23,March,2018,241333108.0,-1.1435495475027535,negative,1376.2880952380951,1410.8882352941177,1378.375,1448.4095821170329,1308.3404178829671
PVR,EQ,2018-03-05,1305.35,1302.0,1302.85,1251.3,1265.05,1267.65,1267.89,237757,301449993.75,16042,98820,41.56,March,2018,301392661.05,-2.8881142988470443,negative,1367.1000000000001,1405.208823529412,1369.1642857142858,1459.7706059945233,1278.5579654340484
PVR,EQ,2018-03-06,1267.65,1275.0,1318.0,1265.0,1275.0,1284.9,1288.05,464501,598301480.5,23615,186750,40.2,March,2018,596837334.9000001,1.3607857058336226,positive,1360.7214285714288,1399.9661764705884,1360.032142857143,1457.2457902620106,1262.8184954522756
PVR,EQ,2018-03-07,1284.9,1285.0,1306.85,1262.55,1288.45,1288.05,1286.39,236658,304434636.4,21551,79798,33.72,March,2018,304827336.9,0.2451552650011513,slight or no change,1360.0500000000002,1394.927941176471,1351.6428571428573,1452.1689873635246,1251.11672692219
